seed,lam,split,theta,FR,TTDef,SupPct,F1
44,1e-05,test,0.3,0.0,0.036458333333333336,0.92887282371521,1.0
44,1e-05,test,0.5,0.008333333333333333,0.34593837535014005,0.92887282371521,0.99581589958159
44,5e-05,val,0.05,0.0,0.0,44.25080418586731,0.8695652173913043
44,5e-05,val,0.1,0.0,0.0,44.25080418586731,1.0
44,5e-05,val,0.15,0.0,0.0,44.25080418586731,1.0
44,5e-05,val,0.2,0.0,0.0017361111111111112,44.25080418586731,1.0
44,5e-05,val,0.3,0.0,0.03298611111111111,44.25080418586731,1.0
44,5e-05,val,0.5,0.0,0.3229166666666667,44.25080418586731,1.0
44,5e-05,test,0.05,0.0,0.0,44.04856562614441,0.8664259927797834
44,5e-05,test,0.1,0.0,0.0,44.04856562614441,1.0
44,5e-05,test,0.15,0.0,0.0017361111111111112,44.04856562614441,1.0
44,5e-05,test,0.2,0.0,0.0034722222222222225,44.04856562614441,1.0
44,5e-05,test,0.3,0.0,0.026041666666666668,44.04856562614441,1.0
44,5e-05,test,0.5,0.016666666666666666,0.4685734463276837,44.04856562614441,0.9915966386554622
44,0.0001,val,0.05,0.0,0.0,59.795671701431274,0.8695652173913043
44,0.0001,val,0.1,0.0,0.0,59.795671701431274,1.0
44,0.0001,val,0.15,0.0,0.0,59.795671701431274,1.0
44,0.0001,val,0.2,0.0,0.0,59.795671701431274,1.0
44,0.0001,val,0.3,0.0,0.020833333333333332,59.795671701431274,1.0
44,0.0001,val,0.5,0.0,0.2916666666666667,59.795671701431274,1.0
44,0.0001,test,0.05,0.0,0.0,59.46125388145447,0.8664259927797834
44,0.0001,test,0.1,0.0,0.0,59.46125388145447,1.0
44,0.0001,test,0.15,0.0,0.0,59.46125388145447,1.0
44,0.0001,test,0.2,0.0,0.0,59.46125388145447,1.0
44,0.0001,test,0.3,0.0,0.0078125,59.46125388145447,1.0
44,0.0001,test,0.5,0.0,0.2534722222222222,59.46125388145447,1.0
44,0.0005,val,0.05,0.0,0.0,79.73424196243286,0.8727272727272727
44,0.0005,val,0.1,0.0,0.0078125,79.73424196243286,1.0
44,0.0005,val,0.15,0.0,0.0078125,79.73424196243286,1.0
44,0.0005,val,0.2,0.0,0.009548611111111112,79.73424196243286,1.0
44,0.0005,val,0.3,0.0,0.052083333333333336,79.73424196243286,1.0
44,0.0005,val,0.5,0.0,0.3671875,79.73424196243286,1.0
44,0.0005,test,0.05,0.0,0.0,79.61120009422302,0.8727272727272727
44,0.0005,test,0.1,0.0,0.0078125,79.61120009422302,0.995850622406639
44,0.0005,test,0.15,0.0,0.0078125,79.61120009422302,1.0
44,0.0005,test,0.2,0.0,0.008680555555555556,79.61120009422302,1.0
44,0.0005,test,0.3,0.0,0.03211805555555556,79.61120009422302,1.0
44,0.0005,test,0.5,0.0,0.34201388888888895,79.61120009422302,1.0
