tau_delta,tau_h,fr_val,ttdef_val,skip_pct,feasible,seed
0.027038,0.4,0.0,0.3136,67.43,False,45
0.027038,0.5,0.0,0.3232,68.6,False,45
0.027038,0.7,0.0,0.3083,70.4,False,45
0.028192,0.05,0.0,0.2015,54.33,True,45
0.028192,0.08,0.0,0.2068,56.67,True,45
0.028192,0.1,0.0,0.2199,57.76,True,45
0.028192,0.12,0.0,0.2339,58.78,False,45
0.028192,0.15,0.0,0.2426,60.07,False,45
0.028192,0.18,0.0,0.2715,61.48,False,45
0.028192,0.2,0.0,0.2785,62.27,False,45
0.028192,0.25,0.0,0.3048,64.1,False,45
0.028192,0.3,0.0,0.3258,65.62,False,45
0.028192,0.35,0.0,0.3337,68.39,False,45
0.028192,0.4,0.0,0.3354,69.29,False,45
0.028192,0.5,0.0,0.3442,70.52,False,45
0.028192,0.7,0.0,0.3442,72.3,False,45
0.029411,0.05,0.0,0.2033,55.73,True,45
0.029411,0.08,0.0,0.2129,58.16,True,45
0.029411,0.1,0.0,0.2269,59.25,True,45
0.029411,0.12,0.0,0.2435,60.4,False,45
0.029411,0.15,0.0,0.2532,61.73,False,45
0.029411,0.18,0.0,0.282,63.24,False,45
0.029411,0.2,0.0,0.3074,64.12,False,45
0.029411,0.25,0.0,0.3337,65.99,False,45
0.029411,0.3,0.0,0.3582,67.57,False,45
0.029411,0.35,0.0,0.3722,70.37,False,45
0.029411,0.4,0.0,0.3739,71.37,False,45
0.029411,0.5,0.0,0.3801,72.5,False,45
0.029411,0.7,0.0,0.3801,74.25,False,45
0.030877,0.05,0.0,0.2076,57.35,True,45
0.030877,0.08,0.0,0.2234,59.93,True,45
0.030877,0.1,0.0,0.2418,61.05,False,45
0.030877,0.12,0.0,0.2602,62.17,False,45
0.030877,0.15,0.0,0.2707,63.52,False,45
0.030877,0.18,0.0,0.303,65.11,False,45
0.030877,0.2,0.0,0.3276,65.99,False,45
0.030877,0.25,0.0083,0.4465,68.02,False,45
0.030877,0.3,0.0083,0.4712,69.62,False,45
0.030877,0.35,0.0083,0.4818,72.46,False,45
0.030877,0.4,0.0083,0.4836,73.43,False,45
0.030877,0.5,0.0083,0.4942,74.53,False,45
0.030877,0.7,0.0083,0.4942,76.32,False,45
0.032405,0.05,0.0,0.2129,58.94,True,45
0.032405,0.08,0.0,0.233,61.62,False,45
0.032405,0.1,0.0,0.2514,62.85,False,45
0.032405,0.12,0.0,0.275,64.15,False,45
0.032405,0.15,0.0,0.2855,65.46,False,45
0.032405,0.18,0.0,0.3197,67.05,False,45
0.032405,0.2,0.0,0.3451,67.82,False,45
0.032405,0.25,0.0083,0.5518,69.99,False,45
0.032405,0.3,0.0083,0.5803,71.61,False,45
0.032405,0.35,0.0083,0.591,74.6,False,45
0.032405,0.4,0.0083,0.5937,75.65,False,45
0.032405,0.5,0.0083,0.6115,76.88,False,45
0.032405,0.7,0.0083,0.6115,78.49,False,45
0.034424,0.05,0.0,0.2216,60.44,True,45
0.034424,0.08,0.0,0.2418,63.17,False,45
0.034424,0.1,0.0,0.2663,64.62,False,45
0.034424,0.12,0.0,0.3022,66.08,False,45
0.034424,0.15,0.0,0.31,67.59,False,45
0.034424,0.18,0.0,0.3486,69.18,False,45
0.034424,0.2,0.0,0.3739,69.95,False,45
0.034424,0.25,0.0083,0.5776,72.07,False,45
0.034424,0.3,0.0083,0.5972,73.77,False,45
0.034424,0.35,0.0083,0.6079,76.74,False,45
0.034424,0.4,0.0083,0.6106,77.74,False,45
0.034424,0.5,0.0083,0.6293,78.93,False,45
0.034424,0.7,0.0083,0.6266,80.49,False,45
0.03642,0.05,0.0,0.2602,62.49,False,45
0.03642,0.08,0.0,0.2803,65.5,False,45
0.03642,0.1,0.0,0.3065,66.83,False,45
0.03642,0.12,0.0,0.3494,68.2,False,45
0.03642,0.15,0.0,0.3573,69.74,False,45
0.03642,0.18,0.0,0.3932,71.23,False,45
0.03642,0.2,0.0,0.4186,71.99,False,45
0.03642,0.25,0.0083,0.623,74.13,False,45
0.03642,0.3,0.0083,0.6391,75.63,False,45
0.03642,0.35,0.0083,0.6435,78.81,False,45
0.03642,0.4,0.0083,0.6471,79.82,False,45
0.03642,0.5,0.0083,0.6658,81.04,False,45
0.03642,0.7,0.0083,0.6533,82.48,False,45
0.039148,0.05,0.0,0.2925,64.22,False,45
0.039148,0.08,0.0,0.3249,67.61,False,45
0.039148,0.1,0.0,0.3669,69.22,False,45
0.039148,0.12,0.0,0.4116,70.59,False,45
0.039148,0.15,0.0,0.4273,72.21,False,45
0.039148,0.18,0.0,0.465,73.75,False,45
0.039148,0.2,0.0,0.493,74.51,False,45
0.039148,0.25,0.0083,0.7067,76.67,False,45
0.039148,0.3,0.0083,0.7219,78.02,False,45
0.039148,0.35,0.0083,0.7272,81.12,False,45
0.039148,0.4,0.0083,0.7272,82.1,False,45
0.039148,0.5,0.0083,0.7495,83.19,False,45
0.039148,0.7,0.0083,0.713,84.53,False,45
0.042268,0.05,0.0,0.3988,67.06,False,45
0.042268,0.08,0.0,0.435,70.31,False,45
0.042268,0.1,0.0,0.4615,71.94,False,45
0.042268,0.12,0.0,0.5127,73.25,False,45
0.042268,0.15,0.0,0.5215,74.91,False,45
0.042268,0.18,0.0083,0.7033,76.4,False,45
0.042268,0.2,0.0083,0.7356,77.22,False,45
0.042268,0.25,0.0167,1.0323,79.33,False,45
0.042268,0.3,0.0167,1.1289,80.69,False,45
0.042268,0.35,0.0167,1.1354,83.87,False,45
0.042268,0.4,0.0167,1.1354,84.78,False,45
0.042268,0.5,0.0167,1.2389,85.83,False,45
0.042268,0.7,0.0167,1.0378,87.24,False,45
0.046422,0.05,0.0,0.5251,69.84,False,45
0.046422,0.08,0.0,0.5586,72.9,False,45
0.046422,0.1,0.0,0.6107,74.71,False,45
0.046422,0.12,0.0,0.6495,75.94,False,45
0.046422,0.15,0.0,0.6584,77.65,False,45
0.046422,0.18,0.0167,0.8497,79.07,False,45
0.046422,0.2,0.0167,0.8631,79.83,False,45
0.046422,0.25,0.05,1.3196,81.78,False,45
0.046422,0.3,0.0583,1.598,83.33,False,45
0.046422,0.35,0.0583,1.625,86.47,False,45
0.046422,0.4,0.0583,1.625,87.43,False,45
0.046422,0.5,0.0583,1.6694,88.47,False,45
0.046422,0.7,0.0583,1.5407,89.74,False,45
