episodio_idx,Seed,config_id,Modelo,Tipo,Omissao,TTDef
489,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
490,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
491,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
492,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
493,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
494,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
495,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
496,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
497,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
498,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
499,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
500,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
501,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
502,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
503,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
504,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
505,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
506,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
507,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
508,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
509,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
510,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
511,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
512,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
513,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
514,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
515,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
516,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
517,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
518,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
519,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
520,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
521,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
522,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
523,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
524,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
525,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
526,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
527,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
528,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
529,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
530,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
531,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
532,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
533,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
534,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
535,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
536,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
537,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
538,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
539,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
540,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
541,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
542,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
543,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
544,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
545,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
546,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
547,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
548,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
549,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
550,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
551,43,baseline_fixed,LSTM-Baseline,Progressive,False,0.018800
552,43,baseline_fixed,LSTM-Baseline,Abrupt,True,10.000000
553,43,baseline_fixed,LSTM-Baseline,Abrupt,True,10.000000
554,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
555,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
556,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
557,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
558,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
559,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
560,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
561,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
562,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
563,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
564,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
565,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
566,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
567,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
568,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
569,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
570,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
571,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
572,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
573,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
574,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
575,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
576,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
577,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
578,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
579,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
580,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
581,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
582,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
583,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
584,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
585,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
586,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
587,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
588,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
589,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
590,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
591,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
592,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
593,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
594,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
595,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
596,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
597,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
598,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
599,43,baseline_fixed,LSTM-Baseline,Abrupt,False,0.432452
600,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
601,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
602,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
603,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
604,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
605,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
606,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
607,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
608,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
609,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
610,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
611,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
612,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
613,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
614,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
615,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
616,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
617,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
618,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
619,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
620,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
621,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
622,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
623,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
624,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
625,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
626,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
627,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
628,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
629,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
630,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
631,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
632,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
633,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
634,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
635,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
636,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
637,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
638,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
639,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
640,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
641,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
642,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
643,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
644,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
645,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
646,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
647,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
648,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
649,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
650,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
651,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
652,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
653,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
654,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
655,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
656,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
657,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
658,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
659,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
660,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
661,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
662,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
663,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
664,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
665,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
666,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
667,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
668,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
669,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
670,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
671,43,baseline_hybrid,Baseline+Gating,Progressive,False,0.063700
672,43,baseline_hybrid,Baseline+Gating,Abrupt,True,10.000000
673,43,baseline_hybrid,Baseline+Gating,Abrupt,True,10.000000
674,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
675,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
676,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
677,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
678,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
679,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
680,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
681,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
682,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
683,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
684,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
685,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
686,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
687,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
688,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
689,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
690,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
691,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
692,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
693,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
694,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
695,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
696,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
697,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
698,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
699,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
700,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
701,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
702,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
703,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
704,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
705,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
706,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
707,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
708,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
709,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
710,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
711,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
712,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
713,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
714,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
715,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
716,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
717,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
718,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
719,43,baseline_hybrid,Baseline+Gating,Abrupt,False,0.437148
720,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
721,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
722,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
723,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
724,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
725,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
726,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
727,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
728,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
729,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
730,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
731,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
732,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
733,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
734,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
735,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
736,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
737,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
738,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
739,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
740,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
741,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
742,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
743,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
744,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
745,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
746,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
747,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
748,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
749,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
750,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
751,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
752,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
753,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
754,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
755,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
756,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
757,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
758,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
759,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
760,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
761,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
762,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
763,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
764,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
765,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
766,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
767,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
768,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
769,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
770,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
771,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
772,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
773,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
774,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
775,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
776,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
777,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
778,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
779,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
780,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
781,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
782,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
783,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
784,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
785,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
786,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
787,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
788,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
789,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
790,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
791,43,aftkd_fixed,AF-TKD Fixo,Progressive,False,0.013000
792,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
793,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
794,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
795,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
796,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
797,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
798,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
799,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
800,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
801,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
802,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
803,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
804,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
805,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
806,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
807,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
808,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
809,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
810,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
811,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
812,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
813,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
814,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
815,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
816,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
817,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
818,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
819,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
820,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
821,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
822,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
823,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
824,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
825,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
826,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
827,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
828,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
829,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
830,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
831,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
832,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
833,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
834,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
835,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
836,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
837,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
838,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
839,43,aftkd_fixed,AF-TKD Fixo,Abrupt,False,0.010900
840,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
841,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
842,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
843,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
844,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
845,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
846,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
847,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
848,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
849,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
850,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
851,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
852,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
853,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
854,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
855,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
856,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
857,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
858,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
859,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
860,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
861,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
862,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
863,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
864,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
865,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
866,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
867,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
868,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
869,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
870,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
871,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
872,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
873,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
874,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
875,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
876,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
877,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
878,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
879,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
880,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
881,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
882,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
883,43,aftkd_hybrid,AF-TKD+Gating,Progressive,False,0.020300
