seed,dur_frames,dur_s,support,config,FR,TTD,TTDef,SupPct,ComputeRate,FSonset,FSonsetSimple,F1,ECE,H_stable,H_pre,H_post,n_crit
46,10,1.042,ID anchor (abrupt edge),AF-TOI Fixed,0.0,0.6649,0.6649,0.0,1.0,0.0,0.0,0.6207,0.1633,0.0018,0.0018,0.4156,120
46,10,1.042,ID anchor (abrupt edge),AF-TOI+MHEG,0.0,0.6901,0.6901,45.74,0.5426,0.025,0.2523,0.6207,0.1655,0.0018,0.0018,0.4156,120
46,14,1.458,interpolation OOD,Baseline Fixed,0.0,0.5312,0.5312,0.0,1.0,0.0,0.0,0.1818,0.1245,0.0085,0.0095,0.1733,120
46,14,1.458,interpolation OOD,Baseline+MHEG,0.0,0.5738,0.5738,60.06,0.3994,0.3139,0.4727,0.1679,0.125,0.0085,0.0095,0.1733,120
46,14,1.458,interpolation OOD,AF-TOI Fixed,0.0,0.6467,0.6467,0.0,1.0,0.0,0.0,0.5882,0.1602,0.0018,0.0018,0.3517,120
46,14,1.458,interpolation OOD,AF-TOI+MHEG,0.0,0.6536,0.6536,46.33,0.5367,0.0528,0.2182,0.5882,0.1612,0.0018,0.0018,0.3517,120
46,18,1.875,interpolation OOD,Baseline Fixed,0.0,0.4332,0.4332,0.0,1.0,0.0,0.0,0.1679,0.0924,0.0084,0.0095,0.1684,120
46,18,1.875,interpolation OOD,Baseline+MHEG,0.0,0.5156,0.5156,59.9,0.401,0.3708,0.5106,0.1679,0.099,0.0084,0.0095,0.1684,120
46,18,1.875,interpolation OOD,AF-TOI Fixed,0.0,0.6172,0.6172,0.0,1.0,0.0,0.0,0.5629,0.1235,0.0018,0.0018,0.3113,120
46,18,1.875,interpolation OOD,AF-TOI+MHEG,0.0,0.6545,0.6545,47.29,0.5271,0.0569,0.1917,0.5629,0.1267,0.0018,0.0018,0.3113,120
46,22,2.292,interpolation OOD,Baseline Fixed,0.0,0.3368,0.3368,0.0,1.0,0.0,0.0,0.3099,0.0578,0.0084,0.0094,0.1722,120
46,22,2.292,interpolation OOD,Baseline+MHEG,0.0,0.4531,0.4531,60.61,0.3939,0.3958,0.5288,0.3217,0.0711,0.0084,0.0094,0.1722,120
46,22,2.292,interpolation OOD,AF-TOI Fixed,0.0,0.5616,0.5616,0.0,1.0,0.0,0.0,0.481,0.0877,0.0018,0.0018,0.2805,120
46,22,2.292,interpolation OOD,AF-TOI+MHEG,0.0,0.6007,0.6007,47.78,0.5222,0.0681,0.1705,0.481,0.0911,0.0018,0.0018,0.2805,120
46,31,3.229,ID anchor (progressive),Baseline Fixed,0.0,0.2517,0.2517,0.0,1.0,0.0,0.0,0.6127,0.0296,0.0084,0.0094,0.1525,120
46,31,3.229,ID anchor (progressive),Baseline+MHEG,0.0,0.4071,0.4071,59.44,0.4056,0.3619,0.4606,0.6127,0.0408,0.0084,0.0094,0.1525,120
46,31,3.229,ID anchor (progressive),AF-TOI Fixed,0.0,0.349,0.349,0.0,1.0,0.0,0.0,0.6957,0.0456,0.0018,0.0018,0.2633,120
46,31,3.229,ID anchor (progressive),AF-TOI+MHEG,0.0,0.4115,0.4115,48.04,0.5196,0.0694,0.1076,0.6957,0.05,0.0018,0.0018,0.2633,120
46,42,4.375,extrapolation-slow OOD,Baseline Fixed,0.0417,0.25,0.6667,0.0,1.0,0.0,0.0,0.8462,0.0529,0.0084,0.0095,0.1404,120
46,42,4.375,extrapolation-slow OOD,Baseline+MHEG,0.05,0.36,0.86,58.94,0.4106,0.2833,0.3386,0.8406,0.061,0.0084,0.0095,0.1404,120
46,42,4.375,extrapolation-slow OOD,AF-TOI Fixed,0.0,0.2509,0.2509,0.0,1.0,0.0,0.0,0.9565,0.0374,0.0018,0.0018,0.2562,120
46,42,4.375,extrapolation-slow OOD,AF-TOI+MHEG,0.0,0.3021,0.3021,49.03,0.5097,0.0514,0.075,0.9565,0.0433,0.0018,0.0018,0.2562,120
46,50,5.208,extrapolation-slow OOD,Baseline Fixed,0.1417,0.2346,1.6513,0.0,1.0,0.0,0.0,0.9091,0.1197,0.0084,0.0095,0.1373,120
46,50,5.208,extrapolation-slow OOD,Baseline+MHEG,0.1417,0.2994,1.716,62.51,0.3749,0.2556,0.3394,0.9041,0.1187,0.0084,0.0095,0.1373,120
46,50,5.208,extrapolation-slow OOD,AF-TOI Fixed,0.0,0.1997,0.1997,0.0,1.0,0.0,0.0,0.9958,0.0603,0.0018,0.0018,0.2548,120
46,50,5.208,extrapolation-slow OOD,AF-TOI+MHEG,0.0,0.2491,0.2491,49.25,0.5075,0.0444,0.0598,0.9958,0.0656,0.0018,0.0018,0.2548,120
47,2,0.208,extrapolation-fast OOD,Baseline Fixed,0.0,0.6172,0.6172,0.0,1.0,0.0,0.0,0.0165,0.1045,0.0175,0.0176,0.3477,120
47,2,0.208,extrapolation-fast OOD,Baseline+MHEG,0.0917,0.7043,1.621,75.03,0.2497,0.1099,0.4409,0.08,0.0984,0.0175,0.0176,0.3477,120
47,2,0.208,extrapolation-fast OOD,AF-TOI Fixed,0.0,0.4384,0.4384,0.0,1.0,0.0,0.0,0.7435,0.1801,0.0037,0.0038,0.4863,120
47,2,0.208,extrapolation-fast OOD,AF-TOI+MHEG,0.0167,0.4652,0.6319,52.73,0.4727,0.0979,0.4333,0.7302,0.1747,0.0037,0.0038,0.4863,120
47,6,0.625,ID anchor (abrupt),Baseline Fixed,0.0,0.3967,0.3967,0.0,1.0,0.0,0.0,0.08,0.0945,0.0175,0.0176,0.419,120
47,6,0.625,ID anchor (abrupt),Baseline+MHEG,0.025,0.5173,0.7673,70.78,0.2922,0.1003,0.3848,0.1538,0.094,0.0175,0.0176,0.419,120
47,6,0.625,ID anchor (abrupt),AF-TOI Fixed,0.0,0.5616,0.5616,0.0,1.0,0.0,0.0,0.7302,0.1583,0.0037,0.0038,0.4854,120
47,6,0.625,ID anchor (abrupt),AF-TOI+MHEG,0.0,0.566,0.566,50.85,0.4915,0.0674,0.3545,0.7302,0.1587,0.0037,0.0038,0.4854,120
47,10,1.042,ID anchor (abrupt edge),Baseline Fixed,0.0,0.434,0.434,0.0,1.0,0.0,0.0,0.125,0.1075,0.0175,0.0176,0.4066,120
47,10,1.042,ID anchor (abrupt edge),Baseline+MHEG,0.0333,0.5316,0.8649,66.89,0.3311,0.2031,0.3856,0.2222,0.1178,0.0175,0.0176,0.4066,120
47,10,1.042,ID anchor (abrupt edge),AF-TOI Fixed,0.0,0.5842,0.5842,0.0,1.0,0.0,0.0,0.7817,0.1804,0.0037,0.0038,0.4479,120
47,10,1.042,ID anchor (abrupt edge),AF-TOI+MHEG,0.0,0.6024,0.6024,50.2,0.498,0.0797,0.3008,0.7817,0.1829,0.0037,0.0038,0.4479,120
47,14,1.458,interpolation OOD,Baseline Fixed,0.0,0.3516,0.3516,0.0,1.0,0.0,0.0,0.1395,0.0997,0.0175,0.0176,0.3781,120
47,14,1.458,interpolation OOD,Baseline+MHEG,0.0,0.4054,0.4054,65.18,0.3482,0.2528,0.4212,0.2609,0.1297,0.0175,0.0176,0.3781,120
47,14,1.458,interpolation OOD,AF-TOI Fixed,0.0,0.6059,0.6059,0.0,1.0,0.0,0.0,0.794,0.175,0.0037,0.0038,0.3919,120
47,14,1.458,interpolation OOD,AF-TOI+MHEG,0.0,0.6302,0.6302,49.85,0.5015,0.0986,0.2848,0.794,0.1774,0.0037,0.0038,0.3919,120
47,18,1.875,interpolation OOD,Baseline Fixed,0.0,0.3073,0.3073,0.0,1.0,0.0,0.0,0.1955,0.0764,0.0175,0.0176,0.3571,120
47,18,1.875,interpolation OOD,Baseline+MHEG,0.0,0.3793,0.3793,64.23,0.3577,0.2458,0.4205,0.2979,0.1072,0.0175,0.0176,0.3571,120
47,18,1.875,interpolation OOD,AF-TOI Fixed,0.0,0.5625,0.5625,0.0,1.0,0.0,0.0,0.8293,0.1361,0.0037,0.0038,0.3755,120
47,18,1.875,interpolation OOD,AF-TOI+MHEG,0.0,0.5738,0.5738,49.6,0.504,0.0792,0.2265,0.8293,0.1379,0.0037,0.0038,0.3755,120
47,22,2.292,interpolation OOD,Baseline Fixed,0.0,0.2352,0.2352,0.0,1.0,0.0,0.0,0.3893,0.0521,0.0175,0.0176,0.3434,120
47,22,2.292,interpolation OOD,Baseline+MHEG,0.0,0.3498,0.3498,63.64,0.3636,0.2772,0.45,0.4713,0.083,0.0175,0.0176,0.3434,120
47,22,2.292,interpolation OOD,AF-TOI Fixed,0.0,0.4444,0.4444,0.0,1.0,0.0,0.0,0.7879,0.0961,0.0037,0.0038,0.3707,120
47,22,2.292,interpolation OOD,AF-TOI+MHEG,0.0,0.4627,0.4627,49.65,0.5035,0.0856,0.2098,0.7879,0.0992,0.0037,0.0038,0.3707,120
47,31,3.229,ID anchor (progressive),Baseline Fixed,0.0,0.1684,0.1684,0.0,1.0,0.0,0.0,0.75,0.0206,0.0175,0.0175,0.3192,120
47,31,3.229,ID anchor (progressive),Baseline+MHEG,0.0,0.3003,0.3003,61.96,0.3804,0.2181,0.3803,0.7755,0.0447,0.0175,0.0175,0.3192,120
47,31,3.229,ID anchor (progressive),AF-TOI Fixed,0.0,0.2535,0.2535,0.0,1.0,0.0,0.0,0.6667,0.0623,0.0037,0.0038,0.3477,120
47,31,3.229,ID anchor (progressive),AF-TOI+MHEG,0.0,0.2839,0.2839,51.36,0.4864,0.0542,0.1364,0.6667,0.0677,0.0037,0.0038,0.3477,120
47,42,4.375,extrapolation-slow OOD,Baseline Fixed,0.0,0.3125,0.3125,0.0,1.0,0.0,0.0,0.914,0.0427,0.0175,0.0175,0.3059,120
47,42,4.375,extrapolation-slow OOD,Baseline+MHEG,0.0,0.3941,0.3941,59.32,0.4068,0.1243,0.3159,0.914,0.0445,0.0175,0.0175,0.3059,120
47,42,4.375,extrapolation-slow OOD,AF-TOI Fixed,0.0,0.2127,0.2127,0.0,1.0,0.0,0.0,0.75,0.0869,0.0037,0.0038,0.3379,120
47,42,4.375,extrapolation-slow OOD,AF-TOI+MHEG,0.0,0.23,0.23,52.64,0.4736,0.0319,0.075,0.75,0.0904,0.0037,0.0038,0.3379,120
47,50,5.208,extrapolation-slow OOD,Baseline Fixed,0.0,0.3385,0.3385,0.0,1.0,0.0,0.0,1.0,0.0672,0.0175,0.0175,0.3006,120
47,50,5.208,extrapolation-slow OOD,Baseline+MHEG,0.0,0.4375,0.4375,59.72,0.4028,0.1333,0.3568,1.0,0.0722,0.0175,0.0175,0.3006,120
47,50,5.208,extrapolation-slow OOD,AF-TOI Fixed,0.0,0.1571,0.1571,0.0,1.0,0.0,0.0,0.8293,0.1246,0.0037,0.0038,0.3347,120
47,50,5.208,extrapolation-slow OOD,AF-TOI+MHEG,0.0,0.171,0.171,54.09,0.4591,0.025,0.0424,0.8293,0.1285,0.0037,0.0038,0.3347,120
48,2,0.208,extrapolation-fast OOD,Baseline Fixed,0.0588,1.0965,1.6848,0.0,1.0,0.0,0.0,0.0,0.1112,0.0074,0.0074,0.2032,119
48,2,0.208,extrapolation-fast OOD,Baseline+MHEG,0.1597,1.2021,2.7987,70.77,0.2923,0.0964,0.4507,0.0,0.0937,0.0074,0.0074,0.2032,119
48,2,0.208,extrapolation-fast OOD,AF-TOI Fixed,0.0,0.6408,0.6408,0.0,1.0,0.0,0.0,0.1679,0.1382,0.0034,0.0034,0.3829,119
48,2,0.208,extrapolation-fast OOD,AF-TOI+MHEG,0.0,0.6408,0.6408,51.4,0.486,0.0686,0.4102,0.1679,0.1382,0.0034,0.0034,0.3829,119
48,6,0.625,ID anchor (abrupt),Baseline Fixed,0.0,0.8889,0.8889,0.0,1.0,0.0,0.0,0.0645,0.1242,0.0074,0.0074,0.2148,120
48,6,0.625,ID anchor (abrupt),Baseline+MHEG,0.075,0.9563,1.7063,64.59,0.3541,0.1131,0.4061,0.0645,0.1112,0.0074,0.0074,0.2148,120
48,6,0.625,ID anchor (abrupt),AF-TOI Fixed,0.0,0.6554,0.6554,0.0,1.0,0.0,0.0,0.1538,0.1137,0.0034,0.0034,0.3631,120
48,6,0.625,ID anchor (abrupt),AF-TOI+MHEG,0.0,0.6762,0.6762,51.25,0.4875,0.0229,0.3333,0.1538,0.114,0.0034,0.0034,0.3631,120
48,10,1.042,ID anchor (abrupt edge),Baseline Fixed,0.0,0.6753,0.6753,0.0,1.0,0.0,0.0,0.1395,0.1326,0.0074,0.0074,0.1784,120
48,10,1.042,ID anchor (abrupt edge),Baseline+MHEG,0.0,0.6997,0.6997,59.1,0.409,0.2311,0.4227,0.1395,0.1339,0.0074,0.0074,0.1784,120
48,10,1.042,ID anchor (abrupt edge),AF-TOI Fixed,0.0,0.6016,0.6016,0.0,1.0,0.0,0.0,0.1955,0.1052,0.0034,0.0034,0.3656,120
48,10,1.042,ID anchor (abrupt edge),AF-TOI+MHEG,0.0,0.6094,0.6094,51.24,0.4876,0.0364,0.2735,0.1955,0.1056,0.0034,0.0034,0.3656,120
48,14,1.458,interpolation OOD,Baseline Fixed,0.0,0.4844,0.4844,0.0,1.0,0.0,0.0,0.1818,0.1284,0.0074,0.0074,0.1609,120
48,14,1.458,interpolation OOD,Baseline+MHEG,0.0,0.5122,0.5122,57.83,0.4217,0.2417,0.4364,0.1818,0.1283,0.0074,0.0074,0.1609,120
48,14,1.458,interpolation OOD,AF-TOI Fixed,0.0,0.5694,0.5694,0.0,1.0,0.0,0.0,0.1818,0.1078,0.0034,0.0034,0.3462,120
48,14,1.458,interpolation OOD,AF-TOI+MHEG,0.0,0.5781,0.5781,51.4,0.486,0.0514,0.2356,0.1818,0.1079,0.0034,0.0034,0.3462,120
48,18,1.875,interpolation OOD,Baseline Fixed,0.0,0.4071,0.4071,0.0,1.0,0.0,0.0,0.1818,0.1032,0.0074,0.0074,0.1482,120
48,18,1.875,interpolation OOD,Baseline+MHEG,0.0,0.447,0.447,57.16,0.4284,0.2625,0.4447,0.1818,0.1038,0.0074,0.0074,0.1482,120
48,18,1.875,interpolation OOD,AF-TOI Fixed,0.0,0.4774,0.4774,0.0,1.0,0.0,0.0,0.1679,0.1048,0.0034,0.0034,0.3415,120
48,18,1.875,interpolation OOD,AF-TOI+MHEG,0.0,0.4896,0.4896,51.36,0.4864,0.05,0.1871,0.1679,0.1063,0.0034,0.0034,0.3415,120
48,22,2.292,interpolation OOD,Baseline Fixed,0.0,0.3576,0.3576,0.0,1.0,0.0,0.0,0.3217,0.0654,0.0074,0.0074,0.1401,120
48,22,2.292,interpolation OOD,Baseline+MHEG,0.0,0.4991,0.4991,59.44,0.4056,0.3222,0.4659,0.3784,0.0814,0.0074,0.0074,0.1401,120
48,22,2.292,interpolation OOD,AF-TOI Fixed,0.0,0.4132,0.4132,0.0,1.0,0.0,0.0,0.1395,0.1013,0.0034,0.0034,0.33,120
48,22,2.292,interpolation OOD,AF-TOI+MHEG,0.0,0.4731,0.4731,51.87,0.4813,0.0611,0.1644,0.1395,0.1074,0.0034,0.0034,0.33,120
48,31,3.229,ID anchor (progressive),Baseline Fixed,0.0083,0.2504,0.3337,0.0,1.0,0.0,0.0,0.6441,0.0397,0.0074,0.0074,0.131,120
48,31,3.229,ID anchor (progressive),Baseline+MHEG,0.0083,0.3431,0.4265,58.48,0.4152,0.2533,0.3356,0.6517,0.0464,0.0074,0.0074,0.131,120
48,31,3.229,ID anchor (progressive),AF-TOI Fixed,0.0,0.3628,0.3628,0.0,1.0,0.0,0.0,0.2353,0.0993,0.0034,0.0034,0.2943,120
48,31,3.229,ID anchor (progressive),AF-TOI+MHEG,0.0,0.3924,0.3924,52.32,0.4768,0.0528,0.103,0.2353,0.105,0.0034,0.0034,0.2943,120
48,42,4.375,extrapolation-slow OOD,Baseline Fixed,0.05,0.2257,0.7257,0.0,1.0,0.0,0.0,0.8732,0.0649,0.0074,0.0074,0.1259,120
48,42,4.375,extrapolation-slow OOD,Baseline+MHEG,0.05,0.4075,0.9075,59.18,0.4082,0.2333,0.2811,0.8679,0.0742,0.0074,0.0074,0.1259,120
48,42,4.375,extrapolation-slow OOD,AF-TOI Fixed,0.0,0.3082,0.3082,0.0,1.0,0.0,0.0,0.6286,0.1164,0.0034,0.0034,0.2765,120
48,42,4.375,extrapolation-slow OOD,AF-TOI+MHEG,0.0,0.3845,0.3845,54.11,0.4589,0.0681,0.0886,0.6286,0.1256,0.0034,0.0034,0.2765,120
48,50,5.208,extrapolation-slow OOD,Baseline Fixed,0.1083,0.1694,1.2527,0.0,1.0,0.0,0.0,0.9189,0.1197,0.0074,0.0074,0.1235,120
48,50,5.208,extrapolation-slow OOD,Baseline+MHEG,0.1,0.2951,1.2951,61.15,0.3885,0.1993,0.2583,0.9238,0.1219,0.0074,0.0074,0.1235,120
48,50,5.208,extrapolation-slow OOD,AF-TOI Fixed,0.0,0.2674,0.2674,0.0,1.0,0.0,0.0,0.7302,0.1436,0.0034,0.0034,0.2711,120
48,50,5.208,extrapolation-slow OOD,AF-TOI+MHEG,0.0,0.342,0.342,54.66,0.4534,0.05,0.0621,0.7302,0.1517,0.0034,0.0034,0.2711,120
49,2,0.208,extrapolation-fast OOD,Baseline Fixed,0.1186,1.3371,2.5236,0.0,1.0,0.0,0.0,0.0,0.1155,0.006,0.006,0.162,118
49,2,0.208,extrapolation-fast OOD,Baseline+MHEG,0.2034,1.5259,3.5598,69.94,0.3006,0.1404,0.4977,0.0,0.0995,0.006,0.006,0.162,118
49,2,0.208,extrapolation-fast OOD,AF-TOI Fixed,0.0,0.4573,0.4573,0.0,1.0,0.0,0.0,0.8119,0.244,0.0023,0.0023,0.3103,118
49,2,0.208,extrapolation-fast OOD,AF-TOI+MHEG,0.0169,0.7579,0.9274,50.0,0.5,0.1328,0.4492,0.8,0.2256,0.0023,0.0023,0.3103,118
49,6,0.625,ID anchor (abrupt),Baseline Fixed,0.0333,0.9986,1.3319,0.0,1.0,0.0,0.0,0.1395,0.1225,0.006,0.006,0.1772,120
49,6,0.625,ID anchor (abrupt),Baseline+MHEG,0.1,1.1854,2.1854,65.12,0.3488,0.2414,0.4636,0.1395,0.111,0.006,0.006,0.1772,120
49,6,0.625,ID anchor (abrupt),AF-TOI Fixed,0.0,0.349,0.349,0.0,1.0,0.0,0.0,0.806,0.2021,0.0023,0.0023,0.3011,120
49,6,0.625,ID anchor (abrupt),AF-TOI+MHEG,0.0167,0.4961,0.6628,48.01,0.5199,0.1107,0.3735,0.794,0.1943,0.0023,0.0023,0.3011,120
49,10,1.042,ID anchor (abrupt edge),Baseline Fixed,0.0083,0.7607,0.844,0.0,1.0,0.0,0.0,0.1679,0.1361,0.006,0.006,0.1557,120
49,10,1.042,ID anchor (abrupt edge),Baseline+MHEG,0.0083,0.8797,0.9631,60.96,0.3904,0.3994,0.5348,0.1679,0.1371,0.006,0.006,0.1557,120
49,10,1.042,ID anchor (abrupt edge),AF-TOI Fixed,0.0,0.3003,0.3003,0.0,1.0,0.0,0.0,0.7755,0.2155,0.0023,0.0023,0.305,120
49,10,1.042,ID anchor (abrupt edge),AF-TOI+MHEG,0.0083,0.3992,0.4825,47.42,0.5258,0.1744,0.3545,0.7692,0.2119,0.0023,0.0023,0.305,120
49,14,1.458,interpolation OOD,Baseline Fixed,0.0083,0.5891,0.6724,0.0,1.0,0.0,0.0,0.1818,0.1295,0.006,0.006,0.1466,120
49,14,1.458,interpolation OOD,Baseline+MHEG,0.0083,0.688,0.7714,59.58,0.4042,0.4292,0.5477,0.1818,0.1367,0.006,0.006,0.1466,120
49,14,1.458,interpolation OOD,AF-TOI Fixed,0.0,0.4036,0.4036,0.0,1.0,0.0,0.0,0.75,0.2056,0.0023,0.0023,0.3046,120
49,14,1.458,interpolation OOD,AF-TOI+MHEG,0.0,0.5278,0.5278,48.12,0.5188,0.225,0.3462,0.75,0.2094,0.0023,0.0023,0.3046,120
49,18,1.875,interpolation OOD,Baseline Fixed,0.0,0.4931,0.4931,0.0,1.0,0.0,0.0,0.2353,0.1056,0.006,0.006,0.1369,120
49,18,1.875,interpolation OOD,Baseline+MHEG,0.0,0.572,0.572,58.45,0.4155,0.3903,0.5212,0.2482,0.1139,0.006,0.006,0.1369,120
49,18,1.875,interpolation OOD,AF-TOI Fixed,0.0,0.3516,0.3516,0.0,1.0,0.0,0.0,0.7166,0.165,0.0023,0.0023,0.305,120
49,18,1.875,interpolation OOD,AF-TOI+MHEG,0.0,0.4358,0.4358,48.54,0.5146,0.1694,0.3015,0.7166,0.1672,0.0023,0.0023,0.305,120
49,22,2.292,interpolation OOD,Baseline Fixed,0.0,0.4332,0.4332,0.0,1.0,0.0,0.0,0.3784,0.0734,0.006,0.006,0.1301,120
49,22,2.292,interpolation OOD,Baseline+MHEG,0.0,0.5304,0.5304,57.53,0.4247,0.3847,0.5023,0.3893,0.0823,0.006,0.006,0.1301,120
49,22,2.292,interpolation OOD,AF-TOI Fixed,0.0,0.3082,0.3082,0.0,1.0,0.0,0.0,0.6813,0.1215,0.0023,0.0023,0.3051,120
49,22,2.292,interpolation OOD,AF-TOI+MHEG,0.0,0.4184,0.4184,48.94,0.5106,0.1472,0.2803,0.6813,0.1238,0.0023,0.0023,0.3051,120
49,31,3.229,ID anchor (progressive),Baseline Fixed,0.0083,0.3107,0.3941,0.0,1.0,0.0,0.0,0.674,0.0516,0.006,0.006,0.1178,120
49,31,3.229,ID anchor (progressive),Baseline+MHEG,0.0083,0.4359,0.5193,57.99,0.4201,0.3368,0.425,0.674,0.0594,0.006,0.006,0.1178,120
49,31,3.229,ID anchor (progressive),AF-TOI Fixed,0.0,0.1658,0.1658,0.0,1.0,0.0,0.0,0.6813,0.0803,0.0023,0.0023,0.3054,120
49,31,3.229,ID anchor (progressive),AF-TOI+MHEG,0.0,0.2665,0.2665,50.21,0.4979,0.1556,0.2061,0.6813,0.0829,0.0023,0.0023,0.3054,120
49,42,4.375,extrapolation-slow OOD,Baseline Fixed,0.0167,0.3593,0.526,0.0,1.0,0.0,0.0,0.8571,0.0827,0.006,0.006,0.1077,120
49,42,4.375,extrapolation-slow OOD,Baseline+MHEG,0.0333,0.4912,0.8245,58.44,0.4156,0.2347,0.3045,0.8517,0.0946,0.006,0.006,0.1077,120
49,42,4.375,extrapolation-slow OOD,AF-TOI Fixed,0.0,0.1424,0.1424,0.0,1.0,0.0,0.0,0.7817,0.1019,0.0023,0.0023,0.3054,120
49,42,4.375,extrapolation-slow OOD,AF-TOI+MHEG,0.0083,0.2407,0.3241,51.57,0.4843,0.1333,0.1614,0.7755,0.1057,0.0023,0.0023,0.3054,120
49,50,5.208,extrapolation-slow OOD,Baseline Fixed,0.075,0.4983,1.2483,0.0,1.0,0.0,0.0,0.9286,0.1217,0.006,0.006,0.103,120
49,50,5.208,extrapolation-slow OOD,Baseline+MHEG,0.075,0.6241,1.3741,60.44,0.3956,0.2167,0.2773,0.9238,0.1308,0.006,0.006,0.103,120
49,50,5.208,extrapolation-slow OOD,AF-TOI Fixed,0.0,0.072,0.072,0.0,1.0,0.0,0.0,0.8293,0.1248,0.0023,0.0023,0.305,120
49,50,5.208,extrapolation-slow OOD,AF-TOI+MHEG,0.0,0.1797,0.1797,52.0,0.48,0.1042,0.1447,0.8293,0.1233,0.0023,0.0023,0.305,120
50,2,0.208,extrapolation-fast OOD,Baseline Fixed,0.0,0.6005,0.6005,0.0,1.0,0.0,0.0,0.0,0.0761,0.0282,0.0261,0.3622,119
50,2,0.208,extrapolation-fast OOD,Baseline+MHEG,0.0084,0.6894,0.7735,65.4,0.346,0.0765,0.385,0.0,0.0681,0.0282,0.0261,0.3622,119
50,2,0.208,extrapolation-fast OOD,AF-TOI Fixed,0.0,1.4627,1.4627,0.0,1.0,0.0,0.0,0.2609,0.2248,0.0036,0.0037,0.1231,119
50,2,0.208,extrapolation-fast OOD,AF-TOI+MHEG,0.0084,1.8247,1.9087,54.79,0.4521,0.1741,0.5225,0.3217,0.2114,0.0036,0.0037,0.1231,119
50,6,0.625,ID anchor (abrupt),Baseline Fixed,0.0083,0.7484,0.8318,0.0,1.0,0.0,0.0,0.0488,0.0797,0.0281,0.0261,0.4362,120
50,6,0.625,ID anchor (abrupt),Baseline+MHEG,0.025,0.8707,1.1207,60.64,0.3936,0.0601,0.3152,0.0488,0.0779,0.0281,0.0261,0.4362,120
50,6,0.625,ID anchor (abrupt),AF-TOI Fixed,0.0,1.2005,1.2005,0.0,1.0,0.0,0.0,0.2857,0.1995,0.0036,0.0036,0.1364,120
50,6,0.625,ID anchor (abrupt),AF-TOI+MHEG,0.0083,1.5117,1.5951,52.93,0.4707,0.3453,0.5053,0.3448,0.1905,0.0036,0.0036,0.1364,120
50,10,1.042,ID anchor (abrupt edge),Baseline Fixed,0.0083,0.7642,0.8475,0.0,1.0,0.0,0.0,0.125,0.1065,0.0281,0.0261,0.3645,120
50,10,1.042,ID anchor (abrupt edge),Baseline+MHEG,0.0083,0.8351,0.9184,58.28,0.4172,0.1383,0.3258,0.125,0.1056,0.0281,0.0261,0.3645,120
50,10,1.042,ID anchor (abrupt edge),AF-TOI Fixed,0.0,1.0998,1.0998,0.0,1.0,0.0,0.0,0.3562,0.2049,0.0036,0.0036,0.129,120
50,10,1.042,ID anchor (abrupt edge),AF-TOI+MHEG,0.0,1.3411,1.3411,52.18,0.4782,0.4839,0.5674,0.4106,0.2012,0.0036,0.0036,0.129,120
50,14,1.458,interpolation OOD,Baseline Fixed,0.0,0.513,0.513,0.0,1.0,0.0,0.0,0.125,0.1081,0.0281,0.0261,0.3,120
50,14,1.458,interpolation OOD,Baseline+MHEG,0.0,0.5165,0.5165,55.45,0.4455,0.1625,0.3295,0.125,0.1088,0.0281,0.0261,0.3,120
50,14,1.458,interpolation OOD,AF-TOI Fixed,0.0,0.9115,0.9115,0.0,1.0,0.0,0.0,0.4106,0.1926,0.0036,0.0036,0.1205,120
50,14,1.458,interpolation OOD,AF-TOI+MHEG,0.0,1.0885,1.0885,52.25,0.4775,0.5153,0.5659,0.4615,0.1987,0.0036,0.0036,0.1205,120
50,18,1.875,interpolation OOD,Baseline Fixed,0.0,0.4774,0.4774,0.0,1.0,0.0,0.0,0.1102,0.0897,0.0281,0.0261,0.2729,120
50,18,1.875,interpolation OOD,Baseline+MHEG,0.0,0.4991,0.4991,54.6,0.454,0.2,0.3538,0.1102,0.0916,0.0281,0.0261,0.2729,120
50,18,1.875,interpolation OOD,AF-TOI Fixed,0.0,0.8012,0.8012,0.0,1.0,0.0,0.0,0.4314,0.1503,0.0036,0.0036,0.111,120
50,18,1.875,interpolation OOD,AF-TOI+MHEG,0.0,0.9774,0.9774,53.18,0.4682,0.5194,0.5932,0.481,0.1667,0.0036,0.0036,0.111,120
50,22,2.292,interpolation OOD,Baseline Fixed,0.0,0.4175,0.4175,0.0,1.0,0.0,0.0,0.2482,0.0709,0.0281,0.0261,0.2574,120
50,22,2.292,interpolation OOD,Baseline+MHEG,0.0,0.4392,0.4392,53.82,0.4618,0.2111,0.3212,0.2482,0.0732,0.0281,0.0261,0.2574,120
50,22,2.292,interpolation OOD,AF-TOI Fixed,0.0,0.6398,0.6398,0.0,1.0,0.0,0.0,0.5093,0.1266,0.0036,0.0036,0.1065,120
50,22,2.292,interpolation OOD,AF-TOI+MHEG,0.0,0.8186,0.8186,53.81,0.4619,0.5042,0.5818,0.5542,0.1442,0.0036,0.0036,0.1065,120
50,31,3.229,ID anchor (progressive),Baseline Fixed,0.0083,0.3037,0.3871,0.0,1.0,0.0,0.0,0.6286,0.0531,0.0282,0.0261,0.2355,120
50,31,3.229,ID anchor (progressive),Baseline+MHEG,0.0083,0.3808,0.4641,54.33,0.4567,0.2322,0.2977,0.6286,0.0595,0.0282,0.0261,0.2355,120
