seed,dur_frames,dur_s,method,compute_rate,target_rate,budget_diff,match_mode,SupPct,FSonset,FSonsetSimple,FR,TTDef,F1,valid
52,22,2.292,Baseline+MHEG (matched),0.5569,0.5577,0.0014,tau_h,44.31,0.2292,0.3023,0.0083,0.5228,0.4314,True
52,31,3.229,AF-TOI+MHEG (frozen),0.5447,0.5447,0.0,frozen,45.53,0.2028,0.3697,0.0,0.349,0.5366,True
52,31,3.229,Baseline+MHEG (matched),0.5543,0.5447,0.0177,tau_h,44.57,0.15,0.2735,0.025,0.5224,0.6286,True
52,42,4.375,AF-TOI+MHEG (frozen),0.5436,0.5436,0.0,frozen,45.64,0.1542,0.4076,0.0,0.2613,0.7565,True
52,42,4.375,Baseline+MHEG (matched),0.5337,0.5436,0.0182,tau_h,46.63,0.1528,0.3818,0.1167,1.5086,0.8119,True
52,50,5.208,AF-TOI+MHEG (frozen),0.5499,0.5499,0.0,frozen,45.01,0.1389,0.3985,0.0,0.2283,0.8293,True
52,50,5.208,Baseline+MHEG (matched),0.556,0.5499,0.0111,tau_h,44.4,0.1431,0.3765,0.1667,1.924,0.8571,True
53,2,0.208,AF-TOI+MHEG (frozen),0.5969,0.5969,0.0,frozen,40.31,0.0514,0.353,0.0,0.408,0.5093,True
53,2,0.208,Baseline+MHEG (matched),0.6079,0.5969,0.0185,tau_h,39.21,0.0361,0.3258,0.25,4.3426,0.0645,True
53,6,0.625,AF-TOI+MHEG (frozen),0.5908,0.5908,0.0,frozen,40.92,0.0153,0.2621,0.0,0.6615,0.4516,True
53,6,0.625,Baseline+MHEG (matched),0.5887,0.5908,0.0035,tau_h,41.13,0.0096,0.2311,0.175,3.2904,0.1538,True
53,10,1.042,AF-TOI+MHEG (frozen),0.5859,0.5859,0.0,frozen,41.41,0.0158,0.1871,0.0,0.678,0.4713,True
53,10,1.042,Baseline+MHEG (matched),0.5835,0.5859,0.004,tau_h,41.65,0.0172,0.1652,0.0,1.3056,0.209,True
53,14,1.458,AF-TOI+MHEG (frozen),0.5781,0.5781,0.0,frozen,42.19,0.0403,0.1727,0.0,0.5911,0.4,True
53,14,1.458,Baseline+MHEG (matched),0.5879,0.5781,0.0169,tau_h,41.21,0.0319,0.1492,0.0,0.9123,0.1955,True
53,18,1.875,AF-TOI+MHEG (frozen),0.5799,0.5799,0.0,frozen,42.01,0.0236,0.1038,0.0,0.4913,0.3562,True
53,18,1.875,Baseline+MHEG (matched),0.5754,0.5799,0.0077,tau_h,42.46,0.0264,0.1045,0.0,0.7613,0.2979,True
53,22,2.292,AF-TOI+MHEG (frozen),0.5769,0.5769,0.0,frozen,42.31,0.0194,0.0856,0.0,0.4132,0.3784,True
53,22,2.292,Baseline+MHEG (matched),0.5679,0.5769,0.0155,tau_h,43.21,0.0194,0.1038,0.0,0.5981,0.4,True
53,31,3.229,AF-TOI+MHEG (frozen),0.5696,0.5696,0.0,frozen,43.04,0.0264,0.0576,0.0,0.2535,0.6667,True
53,31,3.229,Baseline+MHEG (matched),0.5632,0.5696,0.0111,tau_h,43.68,0.0306,0.0598,0.0,0.4444,0.6517,True
53,42,4.375,AF-TOI+MHEG (frozen),0.5634,0.5634,0.0,frozen,43.66,0.0222,0.0371,0.0,0.178,0.8837,True
53,42,4.375,Baseline+MHEG (matched),0.5575,0.5634,0.0105,tau_h,44.25,0.0222,0.0326,0.0,0.4089,0.8679,True
53,50,5.208,AF-TOI+MHEG (frozen),0.5662,0.5662,0.0,frozen,43.38,0.0139,0.0189,0.0,0.1207,0.9958,True
53,50,5.208,Baseline+MHEG (matched),0.5553,0.5662,0.0193,tau_h,44.47,0.0139,0.0182,0.025,0.6275,0.9238,True
